news,source,label
"ರೈಲ್ವೇ ಹಳಿಯಲ್ಲಿ ನಾದಿನಿ ಜೊತೆ ಸೆಲ್ಫೀ ತೆಗೆಯಲು ಹೋದ ಭಾವ, ನೋಡ ನೋಡುತ್ತಿದ್ದಂತೆಯೇ ಕೊನೆಯುಸಿರು",asianet,1
Fact Check| ಹಣ ಬೀದಿಗೆ ಎಸೆದ ಇಟಲಿ ಜನ,asianet,0
"ಜೊಮಾಟೊದಲ್ಲಿನ ಶೇ 2.34ರಷ್ಟು ಷೇರು ಮಾರಿದ ಟೈಗರ್‌ ಗ್ಲೋಬಲ್‌                              
                        ",prajavani,1
"ಮದರಸಾಗಳ ಆಧುನಿಕರಣಕ್ಕೆ ಯೋಗಿ ನಿರ್ಧಾರ, ಕರ್ನಾಟಕದಲ್ಲೂ ಆಗುತ್ತಾ ಬದಲಾವಣೆ.?",asianet,1
" ಹೆಚ್ಚಿನ ಭಾರತೀಯರು ಈಗ UAEನಲ್ಲಿ ಮನೆ ಖರೀದಿಸಲು ಮುಂದಾಗುತ್ತಿದ್ದಾರಂತೆ, ಕಾರಣ ಇಷ್ಟೇ",news18,1
 ಹೈದರಾಬಾದ್ ಹೆಸರು ಬದಲಾಯಿಸಲು ಸಜ್ಜಾದ ಬಿಜೆಪಿಗೆ KTR ಟಾಂಗ್,asianet,1
ರೀಲ್ಸ್‌ಗಾಗಿ ನಡುರಸ್ತೆಯಲ್ಲಿ ಸ್ಟಂಟ್‌: ಪೊಲೀಸರಿಂದ ಯುವಕನ ಬಂಧನ,asianet,1
ಉತ್ತರ ಪ್ರದೇಶ: ಯೋಗಿ ಸಂಪುಟದ ಸಚಿವ ನಿಶಾದ್‌ಗೆ ಜಾಮೀನು ರಹಿತ ವಾರಂಟ್‌ ,prajavani,1
ಮದುವೆಯಾಗಿ ಒಂದು ತಿಂಗಳಾಗುವ ಮೊದಲೇ ನಾಲ್ಕು ತಿಂಗಳ ಗರ್ಭಿಣಿಯಾದ ನವವಧು,asianet,1
"ಚುನಾವಣೆಯಲ್ಲಿ ಸೋಲು ಖಚಿತವಾಗುತ್ತಿದ್ದಂತೆ ಹೃದಯಾಘಾತ, ಕಾಂಗ್ರೆಸ್ ನಾಯಕ ನಿಧನ",asianet,1
ಡಿಸ್ನಿ+ ಹಾಟ್‌ಸ್ಟಾರ್ ಚಂದಾದಾರಿಕೆಯೊಂದಿಗೆ Vi ₹151 ಪ್ರಿಪೇಯ್ಡ್ ಆಡ್-ಆನ್ ಪ್ಯಾಕ್‌ ಲಾಂಚ್‌,asianet,1
Fact Check| ಕೊರೋನಾ ರೋಗಿಗಳಿಗೆ ಆಸ್ಪತ್ರೇಲಿ ಜಾಗವಿಲ್ಲ,asianet,0
1991ರ  ಧಾರ್ಮಿಕ ಕಾಯ್ದೆ ರದ್ದಾಗುತ್ತಾ.? ರದ್ದಾದರೆ ಪರಿಣಾಮವೇನು..? ,asianet,1
"BSNL ಗ್ರಾಹಕರಿಗೆ ಬಿಗ್ ಶಾಕ್, 3 ಪ್ರೀಪೇಯ್ಡ್‌ ಪ್ಲಾನ್‌ಗಳಲ್ಲಿ ಬದಲಾವಣೆ",asianet,1
"ಸೋರುವ ಸೂರು ಅಜ್ಜನಿಗೆ ಆಸರೆ                              
                        ",prajavani,1
 ರಾಹುಲ್ ಜತೆ ಇದ್ದದ್ದು ಚೀನಾ ರಾಯಭಾರಿ ಅಲ್ಲ,prajavani,0
ಪ್ರವೀಣ್ ಕುಟುಂಬಕ್ಕೆ ಬಿಜೆಪಿ ಮನೆ ಕಟ್ಟಿಸಿ ಕೊಡುತ್ತದೆ: ತೇಜಸ್ವಿ ಸೂರ್ಯ,publictv,1
"AIIMS ತಲುಪಿದ ಲಾಲೂ ಆರೋಗ್ಯ ಮತ್ತಷ್ಟು ಗಂಭೀರ, ದೇಹದಲ್ಲಿ ಯಾವುದೇ ಚಲನೆ ಇಲ್ಲ",asianet,1
ಸೊಮಾಲಿಯಾ ಬಾಳೆಹಣ್ಣುಗಳು ಹೆಲಿಕೋಬ್ಯಾಕ್ಟರ್ ಎಂಬ ಹುಳುವನ್ನು ಹೊಂದಿದ್ದು ಅದು 12 ಗಂಟೆಗಳಲ್ಲಿ ಮೆದುಳನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುತ್ತದೆ ಎಂಬ ಈ ಹೇಳಿಕೆ ಸುಳ್ಳು.,factly,0
Sheena Bora Murder Case: ಇಂದ್ರಾಣಿಗೆ ಬೇಲ್: 10 ವರ್ಷದ ಹಿಂದೆ ಕೊಲೆಗೈದ ಮಗಳು ಜೀವಂತವಾಗಿದ್ದಾಳೆಂದ ತಾಯಿ,asianet,1
"2 ತಿಂಗಳ ಹಿಂದೆ ಅನ್ಯ ಧರ್ಮದವನೊಂದಿಗೆ ಪರಾರಿದ ಯುವತಿ, ತಂದೆ ಮನೆಯಲ್ಲಿ ರಕ್ತ ಸಿಕ್ತ ಶವ ಪತ್ತೆ",asianet,1
"ಮಹೀಂದ್ರ ಲಾಭ ₹2,360 ಕೋಟಿ                              
                        ",prajavani,1
"ನಮಗೆ ಇಲ್ಲಿ ಏನೂ ಸಿಗ್ತಿಲ್ಲ, ಭಾರತ ನಮ್ಮ ದೊಡ್ಡಣ್ಣ, ದಯಮಾಡಿ ನಮಗೆ ನೆರವಾಗಿ: ಶ್ರೀಲಂಕಾ ಜನ",asianet,1
 ಭಗವಂತ್‌ ಮಾನ್‌ ಮತ್ತು ಬೈಕ್ ಕಳ್ಳತನ ಇದು ಸುಳ್ಳು ಸುದ್ದಿ,prajavani,0
ಒಣ ಶುಂಠಿ ಪುಡಿಯನ್ನು ಮೂಗಿಗೆ ಹಾಕುವುದರಿಂದ COVID-19 ಅನ್ನು ಗುಣಪಡಿಸಬಹುದು ಎಂಬುದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಆಧಾರಗಳಿಲ್ಲ,factly,0
ಮೇ 22ಕ್ಕೆ ಸಿಎಂ ಬೊಮ್ಮಾಯಿ ದಾವೋಸ್‌ ಶೃಂಗಸಭೆಗೆ: ಸಿಎಂ ಆದ ನಂತರ ಮೊದಲ ವಿದೇಶ ಯಾನ,asianet,1
"ಇಸ್ರೋದಿಂದ ಮತ್ತೊಂದು ಇತಿಹಾಸ, ಎಸ್ಸೆಸ್ಸೆಲ್ವಿ ಚಿಕ್ಕ ರಾಕೆಟ್‌ ಬಳಸಿ ಉಪಗ್ರಹ ಉಡಾವಣೆ",asianet,1
"ಬಂಧನಕ್ಕೂ ಮುನ್ನ ಪಿಎಸ್‌ಐ ಅಣಕು ಪರೀಕ್ಷೆ!                              
                        ",prajavani,1
News Hour: ಕಣಿವೆಯಲ್ಲಿ ಹಿಂದೂಗಳ ಸಾಲು ಸಾಲು ಕೊಲೆ: ಟಾರ್ಗೆಟ್‌ ಕಿಲ್ಲಿಂಗ್ಸ್‌ಗೆ ತತ್ತರಿಸಿದ ಕಾಶ್ಮೀರ,asianet,1
" ಸಂಸತ್ತಿನಲ್ಲಿ ಇಂದಿನಿಂದ ಬೆಲೆ ಏರಿಕೆ ಚರ್ಚೆ, 15 ದಿನಗಳ ಬಿಕ್ಕಟ್ಟು ಅಂತ್ಯ ಸಾಧ್ಯತೆ",asianet,1
"ರಾಜ್ಯಪಾಲರ ಹೆಸರಿನಲ್ಲಿ ವಂಚನೆ: ಬಳ್ಳಾರಿ ವ್ಯಕ್ತಿ ಬಂಧನ                              
                        ",prajavani,1
"ರಾಸಾಯನಿಕ ದುರಂತ ಜಾಗೃತಿ ಮೂಡಿಸಿದ ಪ್ರದರ್ಶನ                              
                        ",prajavani,1
"ಈಶಾನ್ಯ ಭಾರತದಲ್ಲಿ ಭಾರಿ ಮಳೆ, ಹಲವೆಡೆ ಜಲಾವೃತ: ಭೂಕುಸಿತಕ್ಕೆ ನಾಲ್ವರು ಬಲಿ",asianet,1
"ವಿಜಯಪುರ | ಹರ್ ಘರ್ ತಿರಂಗಾ ಅಭಿಯಾನ: ತ್ರಿವರ್ಣ ಧ್ವಜ ವಿತರಣೆ                              
                        ",prajavani,1
"ಕೇಂದ್ರ ಸಚಿವರು ಸೇರಿ ಹಲವರಿಗೆ ಬಿಜೆಪಿ ಕೊಕ್‌?: ನಖ್ವಿ, ಜಾವಡೇಕರ್‌ಗೆ ರಾಜ್ಯಸಭೆ ಟಿಕೆಟ್‌ ಇಲ್ಲ",asianet,1
 ಈ ವ್ಯಕ್ತಿ ಪ್ರೌಢಶಾಲೆಯಲ್ಲಿ 26 ಬಾರಿ ಫೇಲ್ ಆಗಿದ್ದಾನೆ,oneindia,0
 ಸಾಮಾಜಿಕ ಜಾಲತಾಣಗಳ ಬಳಕೆಗೆ ಸರ್ಕಾರಿ ಗುರುತಿನ ಚೀಟಿ ಕಡ್ಡಾಯ? ,oneindia,0
 ರೈಲಿನತ್ತ ಕಲ್ಲು ಎಸೆದವರು ಯಾರು?,prajavani,0
"ಅಕ್ಕಂಗೆ ಟೈಟಾಗಿದೆ, ಪೊಲೀಸ್ ಸೇರಿ ಕ್ಯಾಬ್ ಡ್ರೈವರ್ ಮೇಲೆ ಎಗರಾಡಿ ನಡು ಬೀದಿಯಲ್ಲಿ ರಂಪಾಟ",asianet,1
ಕಾಶ್ಮೀರಿ ಪಂಡಿತರಿಗೆ ಸಿನಿಮಾ ನಿರ್ದೇಶಕ ವಿವೇಕ್ ಅಗ್ನಿಹೋತ್ರಿ ಮನೆ ನಿರ್ಮಿಸಿಕೊಡುತ್ತಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿ ಹೆಚ್​​.ಡಿ ಕುಮಾರಸ್ವಾಮಿಗೆ ಕೋವಿಡ್​ ಪಾಸಿಟಿವ್,asianet,1
"ಕೋವಿಡ್‌ ಏರಿಕೆ: 13,216 ಕೇಸು, 113 ದಿನದ ಗರಿಷ್ಠ",asianet,1
 ಗೋಡ್ಸೆ ಫೋಟೋಗೆ ನಮಿಸಿದ್ರಾ ಮೋದಿ?,asianet,0
 ಗಣರಾಜ್ಯೋತ್ಸವ ಆಚರಿಸದ ಮದರಸಾಗಳು ಬಂದ್ ಎಂದು ಸಿಎಂ ಯೋಗಿ ಹೇಳಿದ್ದು ನಿಜವೇ? ,oneindia,0
 ಮನೆ ಮನೆಗೆ ನಲ್ಲಿ,prajavani,0
ವಂಚನೆ ಕೇಸ್‌ನಲ್ಲಿ ಸ್ಯಾಂಡಲ್‌ವುಡ್‌ ಖ್ಯಾತ ನಟಿ ಆಪ್ತ ಸೇರಿ ಇಬ್ಬರು ಅರೆಸ್ಟ್,asianet,1
" ಈ ಸಮಸ್ಯೆಗಳು ಕಾಣಿಸಿದ್ರೆ ನಿರ್ಲಕ್ಷ್ಯ ಬೇಡ, ಇದು ಮಧುಮೇಹದ ಲಕ್ಷಣಗಳಿರಬಹುದು",news18,1
 ಕಾಂಟ್ಯಾಕ್ಟ್‌ಲೆಸ್ ಥರ್ಮಾಮೀಟರ್‌ಗಳು ಆರೋಗ್ಯಕ್ಕೆ ಹಾನಿಕರವೇ?,oneindia,0
ಗಾಳಿಯಿಂದಲೇ ದುಡ್ಡು ಮಾಡ್ತಿದ್ದ ಲೇಸ್ ಕಂಪನಿಗೆ ದಂಡ ,asianet,1
ರಾಜಸ್ಥಾನದ ಕೌಟುಂಬಿ ಕಕಲಹಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಘಟನೆಗೆ ಕೋಮು ಆಯಾಮ,factly,0
"ಪ್ರೀತಿಸಿದವರನೊಂದಿಗೆ ಮದುವೆಗೆ ಅಸ್ತು, ಪೋಷಕರ ತ್ಯಾಗದ ಬಗ್ಗೆ ಹೈಕೋರ್ಟ್ ಪಾಠ",asianet,1
ಕೋಲ್ಕತ್ತಾದಲ್ಲಿನ ಸಿಎಎ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಯ ’ಗೋ ಬ್ಯಾಕ್ ಮೋದಿ’ ಚಿತ್ರವನ್ನು ಬಿಹಾರದ ಪ್ರತಿಭಟನೆಯದ್ದೆಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ಮಿಯಾ ಖಲೀಫಾಗೆ ಕಾಂಗ್ರೆಸ್ ಕಾರ್ಯಕರ್ತರು ಕೇಕ್‌ ತಿನ್ಸಿದ್ರಾ?,asianet,0
"ಹೈಸ್ಕೂಲ್ ಪಠ್ಯದಲ್ಲಿ ಸಿದ್ಧಾರೂಢರ ಜಾತ್ರೆಯ ವೈಶಿಷ್ಟ್ಯ, ವೈರಲ್ ಸುದ್ದಿ ನಿಜಾವೋ ಸುಳ್ಳೋ..?",asianet,0
 ಬಿಜೆಪಿ ಕಚೇರಿಯಿಂದಲೇ 'ಸಾಮ್ರಾಟ್ ಪೃಥ್ವಿರಾಜ್' ಪ್ರಮೋಷನ್? ಅಕ್ಷಯ್-ಶಾ ವೈರಲ್‌ ಫೋಟೋ ಸತ್ಯಾಂಶವೇನು?,asianet,0
ಕುಡಿದು ಕುಣಿಯುತ್ತಲೇ ಬಾಕಿಯಾದ ವರ: ಅದೇ ಮಂಟಪದಲ್ಲಿ ಬೇರೆಯವನ ಮದುವೆಯಾದ ವಧು,asianet,1
 ಇವಿಎಂಗಳ ಬದಲಾವಣೆ,oneindia,0
‘ಗ್ರಾಮಸಭೆ ನಡೆಸಿ ಮನೆ ಹಂಚಿಕೆ ಮಾಡಿ’ ,prajavani,1
‘ಹಿಂದೂ ದೇವಸ್ಥಾನ ಧ್ವಂಸಗೊಂಡಿದೆ’ ಎಂದು ಹಳೆಯ ಫೋಟೋಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ.,factly,0
 USA ಅಧ್ಯಕ್ಷರ ಪದಗ್ರಹಣದಲ್ಲಿ ಡಾ.ಮನಮೋಹನ್ ಸಿಂಗ್ ಮುಖ್ಯಅತಿಥಿ,oneindia,0
"ಬೆಳಗಾವಿ ಅಪಘಾತ: ಮಗನನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೀನ್ರಿ, ಅಣ್ಣನ ಮಕ್ಕಳು ಅನಾಥರಾದ್ರು, ಕುಟುಂಬಸ್ಥರ ಆಕ್ರಂದನ ",asianet,1
"ಆರೋಪ ಸಾಬೀತು; ಆರು ತಿಂಗಳು ಶಿಕ್ಷೆ                              
                        ",prajavani,1
"ನಿಂತಿಲ್ಲ ಕರಕುಶಲ ಅಭಿವೃದ್ಧಿ ನಿಗಮದಲ್ಲಿ ಆರೋಪ, ಪ್ರತ್ಯಾರೋಪ",asianet,1
 ಈ ಖ್ಯಾತ ನಟಿಗೆ ವಿಜಯ್​ ದೇವರಕೊಂಡನ ಬೆತ್ತಲೆ ನೋಡುವ ಬಯಕೆಯಂತೆ!,news18,1
"ICSE 10ನೇ ತರಗತಿ ಪರೀಕ್ಷೆ ಫಲಿತಾಂಶ ಪ್ರಕಟ, ಶೇ.99.97 ವಿದ್ಯಾರ್ಥಿಗಳು ಪಾಸ್",asianet,1
6 ತಿಂಗಳ ನಂತರ ಕುಣಿಗಲ್ ಕಾಡಿನಲ್ಲಿ ಪತ್ತೆಯಾದ ಅಸ್ಥಿಪಂಜರ ಹಿಂದೆ ದುರಂತ ಪ್ರೇಮದ ಕಥೆ ,asianet,1
"ವೋಟರ್ ಐಡಿಗೆ ಆಧಾರ್ ಲಿಂಕ್, ತಿಳಿದುಕೊಳ್ಳಬೇಕು ಚುನಾವಣಾ ಆಯೋಗದ ಹೊಸ ಅಭಿಯಾನ",asianet,1
ಗಾಜಾ ಮೇಲೆ ಇಸ್ರೇಲ್‌ ವೈಮಾನಿಕ ದಾಳಿ: ಓರ್ವ ಉಗ್ರ ಕಮಾಂಡರ್‌ ಸೇರಿ 10 ಮಂದಿ ಬಲಿ,asianet,1
"ದಾವಣಗೆರೆ: ಹ್ಯಾಕ್‌ ಮಾಡುತ್ತಿದ್ದ ರಾಜಸ್ಥಾನದ ಸೈಬರ್‌ ವಂಚಕನ ಬಂಧನ                              
                        ",prajavani,1
"ಬದುಕು ಬಲಗೊಳ್ಳಲು ಆಚಾರ ವಿಚಾರ ಮುಖ್ಯ                              
                        ",prajavani,1
Chain-Link Scam:  ಚೈನ್ ಲಿಂಕ್ ನಂಬಿ ಸೇರಿಕೊಂಡ ಮಹಿಳೆ ಈಗ ಪರದಾಟ,asianet,1
" ‘ಮುಸ್ಲಿಂ ಟೋಪಿ’ ಧರಿಸಿದ್ರಾ ಮೋದಿ, ಶಾ",asianet,0
ಕುರಾನ್ ಓದಿದವರು ಎಲ್ಲಾ ಭಯೋತ್ಪಾದಕಾರಾಗಿದ್ದಾರೆ: ಹಿಂದೂ ಜಾಗರಣ ವೇದಿಕೆ ಮುಖಂಡನ ವಿವಾದಾತ್ಮಕ ಹೇಳಿಕೆ ,asianet,1
"ಮಾಡಿದ್ದು ಎಂಎಸ್, ಕೆಲಸ ಇದ್ದಿದ್ದು ಅಮೆರಿಕದಲ್ಲಿ, ಸೇರಿದ್ದು ಭಾರತೀಯ ಸೇನೆಗೆ",asianet,1
ಮತದಾರರ ಪಟ್ಟಿ ಜತೆ ಆಧಾರ್‌ ಲಿಂಕ್‌ಗೆ ಶೀಘ್ರ ನಿಯಮ ಜಾರಿ: ಸಿಇಸಿ ಸುಶೀಲ್ ಚಂದ್ರ,asianet,1
"ಸುಪ್ರಿಂ ಕೋರ್ಟ್‌: ದಶಕದಿಂದ ಇತ್ಯರ್ಥಕ್ಕೆ ಕಾಯುತ್ತಿರುವ 10 ಸಾವಿರ ಪ್ರಕರಣ                              
                        ",prajavani,1
ಹಳೆಯ ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ‘ಅಸ್ಸಾಂನ ಎನ್‌ಆರ್‌ಸಿಯಿಂದ ಹೊರಗಿಡಲ್ಪಟ್ಟ ಜನರ ಮನೆಗಳನ್ನು ನೆಲಸಮ ಮಾಡುವುದು’ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ.,factly,0
"ಸಿಂಹಾದ್ರಿ ಬೆಟ್ಟದಲ್ಲಿ ಜಲ ನರ್ತನ                              
                        ",prajavani,1
"ದೈಹಿಕ, ಮಾನಸಿಕ ಸ್ಥೈರ್ಯ ವೃದ್ಧಿಗೆ ಕ್ರೀಡೆ; ರಮೇಶ ಪೆದ್ದೇ                              
                        ",prajavani,1
"Petrol - Diesel Price Today: ಪೆಟ್ರೋಲ್, ಡೀಸೆಲ್ ಹೇಗಿಇದೆ ದರ? ಯಾವೆಲ್ಲಾ ರಾಜ್ಯದಲ್ಲಿ ಇಳಿಕೆ?",asianet,1
ಮನೆಯಲ್ಲಿ ಕೋವಿಡ್ ಮೆಡಿಕಲ್ ಕಿಟ್ ಇಟ್ಟುಕೊಳ್ಳುವುದು ಅಗತ್ಯ ಎಂಬ ಸಂದೇಶ ಟಾಟಾ ಹೆಲ್ತ್‌ ನದಲ್ಲ,factly,0
"ಹಲವು ಮೈಲು ಉದ್ದದ, ಜಗತ್ತಿನ ಅತ್ಯಂತ ಬೃಹತ್‌ ಕಟ್ಟಡ ನಿರ್ಮಾಣಕ್ಕೆ ಸೌದಿ ಯೋಜನೆ",asianet,1
"ಬದುಕು ಬರಡಾಗಿಸಿದ ಮಳೆ: ಸಂಕಷ್ಟದಲ್ಲಿ ಮೀನುಗಾರರು                              
                        ",prajavani,1
 ತಮಿಳುನಾಡು ರಾಹುಲ್ ಗಾಂಧಿ ರ್ಯಾಲಿಯಲ್ಲಿ ಜನಸಾಗರ,asianet,0
"ಯಾರಿಗೆ ಬೇಕಾದ್ರೂ ಮತ ಕೊಡಿ, ರಿಷಿಗೆ ಕೊಡ್ಬೇಡಿ: ಇನ್ಫಿ ಮೂರ್ತಿ ಅಳಿಯನ ವಿರುದ್ಧ ಬೋರಿಸ್ ಜಾನ್ಸನ್‌ ಗರಂ",asianet,1
"ಮತ್ತೆ ಕೊರೋನಾ ಸ್ಫೋಟ, ಭಾರತದಲ್ಲಿ 18 ಸಾವಿರ ಕೇಸ್, 35 ಸಾವು",asianet,1
ಮದುವೆಗೆ ಮೊದಲು ಸೆಕ್ಸ್ ಬೇಡ ಎಂದು ಪೋಪ್ ಹೇಳಿದ್ದೇಕೆ?,asianet,1
"ತ್ಯಾಜ್ಯ ಮರು ಬಳಕೆ; ಸ್ವಸ್ಥ ವಾತಾವರಣ ನಿರ್ಮಾಣ                              
                        ",prajavani,1
"Election Strategy ನನ್ನ ಟ್ರ್ಯಾಕ್ ರೆಕಾರ್ಡ್ ಹಾಳು ಮಾಡಿದ ಕಾಂಗ್ರೆಸ್ ಜೊತೆ ಕೆಲಸ ಮಾಡುವುದಿಲ್ಲ, ಪ್ರಶಾಂತ್ ಕಿಶೋರ್",asianet,1
ಮುಸ್ಲಿಂರು ಪೂಜಿಸುತ್ತಿದ್ದ ದೇವರ ಕಟ್ಟೆಗೆ ಬೆಂಕಿ ಇಟ್ಟ ದುಷ್ಕರ್ಮಿಗಳು: ಮತ್ತೊಂದು ಧರ್ಮ ದಂಗಲ್‌ ಶುರು..?,asianet,1
ಚಿಕ್ಕಬಳ್ಳಾಪುರ: ಜೆಡಿಎಸ್ ಕಾರ್ಯಕರ್ತನದ್ದು ಆಕ್ಸಿಡೆಂಟ್ ಅಲ್ಲ ಕೊಲೆ..,asianet,1
2019ರಲ್ಲಿ ನಡೆದ ಬೀದಿ ನಾಟಕವನ್ನು ಆಪ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ತಾಲಿಬಾನ್‌ಗಳು ಅಲ್ಲಿಯ ನಾಗರೀಕರನ್ನು ಕೊಲ್ಲುತ್ತಿರುವ  ವಿಡಿಯೋ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
Indian Economy: ದೇಶ ಮತ್ತೆ 1991ರ ಆರ್ಥಿಕ ದುಸ್ಥಿತಿಯತ್ತ ಸಾಗುತ್ತಿದೆ ಎಂಬ ಆರೋಪಗಳು ನಿಜನಾ.? ,asianet,1
Chitradurga: ವಿದ್ಯಾರ್ಥಿಗಳ ಅಧ್ಯಯನ ಕಟ್ಟಡ ಕಾಮಗಾರಿಯಲ್ಲಿ ಗೋಲ್ ಮಾಲ್,asianet,1
"ಮಹಾರಾಷ್ಟ್ರ: ಮಹಿಳೆ ಮೇಲೆ ನಿರಂತರ ಅತ್ಯಾಚಾರ ಎಸಗಿ ರಸ್ತೆ ಬದಿ ಎಸೆದ ದುರುಳರು                              
                        ",prajavani,1
"ನುಗ್ಗುವ ಮಳೆ ನೀರು: ತಪ್ಪದ ಗೋಳು                              
                        ",prajavani,1
"ಕಾಂಗ್ರೆಸ್‌ ಪಾದಯಾತ್ರೆ 7ರಂದು                              
                        ",prajavani,1
" ಶವ ಹೂಳಲು ಗುಂಡಿ ಅಗೆಯುತ್ತಿದ್ದಾಗ ಸಿಕ್ತು ಭಗವಂತನ ಮೂರ್ತಿ, ಪುರಾತತ್ವ ಇಲಾಖೆಗೆ ಸೂಚನೆ",asianet,1
 ಗಾಳಿಗೆ ಹಾರಿದ ಕ್ಯಾಂಟೀನ್ ಉಪಕರಣಗಳ ವಿಡಿಯೋ ತಪ್ಪಾಗಿ ಗ್ರಹಿಕೆ,oneindia,0
"ಎ.ಸಿ.ಕಚೇರಿಯಲ್ಲಿ ಮತದಾರರ ಸೇವಾ ಕೇಂದ್ರ ಆರಂಭ                              
                        ",prajavani,1
"ಆ.7ರಂದು ಇಸ್ರೊದಿಂದ ಎರಡು ಉಪಗ್ರಹ ಉಡಾವಣೆ                              
                        ",prajavani,1
" ಇನ್ಮುಂದೆ ಈ ರೀತಿ ಸಿನಿಮಾ ಮಾಡಲ್ಲ ಎಂದ ದುಲ್ಕರ್ ಸಲ್ಮಾನ್, ಸಡನ್​ ಆಗಿ ಸ್ಟಾರ್ ನಟ ಈ ನಿರ್ಧಾರ ಮಾಡಿದ್ದೇಕೆ?",news18,1
"ಸಿಬಿಎಸ್‍ಇ, ಐಸಿಎಸ್‍ಇ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೂ ಅವಕಾಶ                              
                        ",prajavani,1
ತಿರುಮಲ ವೆಂಕಟೇಶ್ವರ ಸ್ವಾಮಿಯ ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ಕೊರೊನಾ ಸಮಯದ ವಿಡಿಯೋ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ರಾಹುಲ್ ಕ್ಷೇತ್ರ ವಯನಾಡಿನ ಅವ್ಯವಸ್ಥೆಯಿದು.,asianet,0
 ನೀಟ್‌ ಪರೀಕ್ಷೆ ಮುಂದೂಡಲಾಯ್ತೆ?,asianet,0
 ಕೊನೆಗೂ ಮಗಳ ಫೋಟೋ ಹಂಚಿಕೊಂಡ್ರಂತೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ,oneindia,0
ಕಳಸಾ ನೀರು ಸಿಗುವವರೆಗೆ ಬ್ಯಾಂಕ್‌ ಸಾಲ ತೀರಿಸದೆ ಇರಲು ರೈತರ ಅಭಿಯಾನ,asianet,1
ತನಿಷ್ಕ ಆಭರಣದ ಅಂಗಡಿ ಮೇಲೆ ದಾಳಿ; NDTV ಜಾತಕ ಬಿಚ್ಚಿಟ್ಟ ನೆಟ್ಟಿಗರು,asianet,0
ಪಠ್ಯ ಪರಿಷ್ಕರಣೆ ವಿವಾದ: 2ನೇ ಪತ್ರ ಬರೆದ ದೇವನೂರು ಮಹಾದೇವ,asianet,1
ಮಹಾರಾಷ್ಟ್ರದಲ್ಲೂ ಅರಳಲಿದೆ ಕಮಲ:  ಫಡ್ನವೀಸ್‌ ಸಿಎಂ?,asianet,1
ಯುಗದ ಅವಧಿಯಲ್ಲಿ ಒಂದು ದಿನ ತಪ್ಪಿಹೋಗಿದೆ ಎಂಬ ವಾದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಆಧಾರವಿಲ್ಲ; ಬೈಬಲ್ ಹೇಳುವುದೆಲ್ಲ ಸತ್ಯ ಎಂದು ನಾಸಾ ಗುರುತಿಸುತ್ತದೆ ಎಂಬ ವಾದವೇ  ಸುಳ್ಳು,factly,0
 'ಕಚ್ಚಾ ಬಾದಮ್' ಗಾಯಕ ಭುವನ್ ಬಡ್ಯಾಕರ್‌ಗೆ ಭಾರತೀಯ ರೈಲ್ವೆಯಲ್ಲಿ ಕೆಲಸ ,oneindia,0
 ಬನವಾಸಿಯಲ್ಲಿ ‘ಫಿಲಿಪ್ಪೀನ್ಸ್ ಅನಾನಸ್’,prajavani,0
"ವಿಜಯಪುರ | ಡೋಣಿ ನದಿ ಆರ್ಭಟ: ಜಮೀನು ಜಲಾವೃತ, ಹಲವೆಡೆ ಬೆಳೆ ನಾಶ                              
                        ",prajavani,1
ಮೊಬೈಲ್‌ ಕೊಡಿಸಿಲ್ಲ‌ವೆಂದು ಹೆತ್ತಮ್ಮನನ್ನೇ  ಕೊಂದ ಮಗ,asianet,1
"ದಸರಾ ಮಹೋತ್ಸವಕ್ಕೆ 14 ಆನೆಗಳು: ಭಾನುವಾರ ವೀರನಹೊಸಳ್ಳಿಯಿಂದ ಗಜಪಯಣ                              
                        ",prajavani,1
 ಧರ್ಮಗಳ ಧಾರ್ಮಿಕ ಕೇಂದ್ರಗಳಿಗೆ ಪ್ರತ್ಯೇಕ ವಿದ್ಯುತ್‌ ದರ,prajavani,0
